instance,problem,problem size,max evaluations,batch size,noise length,hidden dim,prehead layers,num samples,learning rate,utility function,device,iterations,elapsed time in secs,best fitness,num trainable params
tai20_20_8.fsp,pfsp,20,400000,32,256,512,2,64,0.0001,standarized_utility,cuda:0,195,10.818312883377075,33798.0,7992530
N-be75eec_150,lop,150,22500000,32,256,512,1,64,0.01,standarized_utility,cuda:0,10986,1519.5209300518036,3382558.0,208534
tai50_10_9.fsp,pfsp,50,2500000,32,128,128,1,64,0.01,standarized_utility,cuda:0,1220,147.17908549308777,93359.0,990075
tai20_5_8.fsp,pfsp,20,400000,32,64,128,1,64,0.001,standarized_utility,cuda:0,195,9.321511507034302,14620.0,193490
N-be75eec,lop,50,2500000,32,128,128,2,64,0.001,standarized_utility,cuda:0,1220,50.245811462402344,234160.0,39474
tai200_10_9.fsp,pfsp,200,40000000,32,64,128,3,64,0.001,standarized_utility,cuda:0,19531,13536.82424068451,1073912.0,10861700
tai100_10_9.fsp,pfsp,100,10000000,32,256,1024,1,64,0.001,standarized_utility,cuda:0,4882,832.4938244819641,304052.0,31493050
N-t59b11xx,lop,44,1936000,32,128,1024,3,64,0.01,standarized_utility,cuda:0,945,36.24968218803406,178850.0,2276396
tai200_10_9.fsp,pfsp,200,40000000,32,256,512,3,64,0.0001,standarized_utility,cuda:0,19531,9190.44044971466,1073054.0,141690500
N-stabu1_250,lop,250,62500000,32,64,128,2,64,0.01,standarized_utility,cuda:0,30517,7395.264430761337,7316046.0,57082
N-be75eec,lop,50,2500000,32,256,512,3,64,0.01,standarized_utility,cuda:0,1220,35.83570575714111,218636.0,682546
N-t59b11xx,lop,44,1936000,32,256,128,1,64,0.01,standarized_utility,cuda:0,945,34.27360200881958,207585.0,38572
tai200_10_9.fsp,pfsp,200,40000000,32,256,1024,1,64,0.01,standarized_utility,cuda:0,19531,7647.875307798386,1097522.0,73236100
N-stabu1_250,lop,250,62500000,32,64,128,1,64,0.01,standarized_utility,cuda:0,30517,6672.491021871567,7536177.0,40570
tai50_10_9.fsp,pfsp,50,2500000,32,128,128,2,64,0.0001,standarized_utility,cuda:0,1220,108.39531397819519,92266.0,1815675
tai50_10_9.fsp,pfsp,50,2500000,32,64,128,3,64,0.01,standarized_utility,cuda:0,1220,117.572256565094,94746.0,2231675
tai50_10_9.fsp,pfsp,50,2500000,32,128,1024,3,64,0.0001,standarized_utility,cuda:0,1220,228.0881814956665,92711.0,112871675
N-t75d11xx,lop,44,1936000,32,64,512,1,64,0.0001,standarized_utility,cuda:0,945,39.382168769836426,562632.0,55852
N-t59b11xx,lop,44,1936000,32,128,512,3,64,0.0001,standarized_utility,cuda:0,945,24.723178148269653,208495.0,613932
tai20_5_8.fsp,pfsp,20,400000,32,256,128,3,64,0.01,standarized_utility,cuda:0,195,19.835341930389404,14611.0,1345490
N-be75eec,lop,50,2500000,32,128,512,3,64,0.0001,standarized_utility,cuda:0,1220,59.14431405067444,234163.0,617010
tai20_20_8.fsp,pfsp,20,400000,32,64,512,3,64,0.001,standarized_utility,cuda:0,195,22.157837867736816,33969.0,11279570
N-be75eec,lop,50,2500000,32,64,128,2,64,0.01,standarized_utility,cuda:0,1220,33.50162148475647,233709.0,31282
N-stabu70,lop,60,3600000,32,256,512,3,64,0.001,standarized_utility,cuda:0,1757,57.64718770980835,354768.0,687676
N-be75eec_150,lop,150,22500000,32,128,128,3,64,0.0001,standarized_utility,cuda:0,10986,798.9042043685913,3322637.0,68886
N-stabu70,lop,60,3600000,32,256,128,1,64,0.01,standarized_utility,cuda:0,1757,113.44640016555786,356397.0,40636
N-t75d11xx,lop,44,1936000,32,128,1024,3,64,0.001,standarized_utility,cuda:0,945,43.2535560131073,569762.0,2276396
N-be75eec,lop,50,2500000,32,256,512,3,64,0.001,standarized_utility,cuda:0,1220,33.152162075042725,232586.0,682546
tai20_20_8.fsp,pfsp,20,400000,32,128,512,1,64,0.01,standarized_utility,cuda:0,195,11.442148685455322,34010.0,1428690
tai100_10_9.fsp,pfsp,100,10000000,32,64,128,2,64,0.0001,standarized_utility,cuda:0,4882,1332.588148355484,306620.0,3134650
N-stabu1_250,lop,250,62500000,32,128,1024,3,64,0.01,standarized_utility,cuda:0,30517,7501.803469181061,6428231.0,2487546
N-be75eec_150,lop,150,22500000,32,64,128,1,64,0.0001,standarized_utility,cuda:0,10986,791.7392687797546,3385527.0,27670
N-be75eec_150,lop,150,22500000,32,64,1024,2,64,0.0001,standarized_utility,cuda:0,10986,832.314314365387,3374086.0,1269910
N-stabu1_250,lop,250,62500000,32,64,512,3,64,0.01,standarized_utility,cuda:0,30517,7239.646315336227,6627782.0,686842
tai100_10_9.fsp,pfsp,100,10000000,32,256,512,2,64,0.01,standarized_utility,cuda:0,4882,899.2113802433014,318024.0,42014650
tai50_10_9.fsp,pfsp,50,2500000,32,256,512,2,64,0.0001,standarized_utility,cuda:0,1220,120.79231834411621,93974.0,20366075
N-be75eec_150,lop,150,22500000,32,128,128,3,64,0.01,standarized_utility,cuda:0,10986,803.852777004242,3187783.0,68886
N-be75eec,lop,50,2500000,32,128,128,2,64,0.001,standarized_utility,cuda:0,1220,33.9578754901886,234090.0,39474
N-be75eec_150,lop,150,22500000,32,256,512,3,64,0.0001,standarized_utility,cuda:0,10986,1313.7658214569092,3322344.0,733846
N-stabu70,lop,60,3600000,32,64,128,2,64,0.0001,standarized_utility,cuda:0,1757,95.0766134262085,357610.0,32572
N-t75d11xx,lop,44,1936000,32,64,512,1,64,0.01,standarized_utility,cuda:0,945,40.58909511566162,574832.0,55852
tai20_5_8.fsp,pfsp,20,400000,32,64,128,1,64,0.001,standarized_utility,cuda:0,195,10.896615505218506,14556.0,193490
N-t59b11xx,lop,44,1936000,32,256,128,1,64,0.001,standarized_utility,cuda:0,945,39.79663348197937,208225.0,38572
N-be75eec,lop,50,2500000,32,128,512,1,64,0.0001,standarized_utility,cuda:0,1220,58.284830808639526,232974.0,91698
tai50_10_9.fsp,pfsp,50,2500000,32,256,128,1,64,0.01,standarized_utility,cuda:0,1220,95.23836016654968,93435.0,1809275
N-be75eec_150,lop,150,22500000,32,128,512,2,64,0.0001,standarized_utility,cuda:0,10986,1378.7133810520172,3351847.0,405654
N-be75eec_150,lop,150,22500000,32,128,512,3,64,0.001,standarized_utility,cuda:0,10986,1347.0851101875305,3257626.0,668310
tai200_10_9.fsp,pfsp,200,40000000,32,256,128,1,64,0.001,standarized_utility,cuda:0,19531,8431.61753153801,1075211.0,9172100
N-be75eec_150,lop,150,22500000,32,64,128,1,64,0.0001,standarized_utility,cuda:0,10986,1415.532570362091,3360463.0,27670
N-be75eec_150,lop,150,22500000,32,128,512,2,64,0.001,standarized_utility,cuda:0,10986,1516.599212884903,3335282.0,405654
N-t59b11xx,lop,44,1936000,32,64,128,1,64,0.001,standarized_utility,cuda:0,945,23.5272536277771,208175.0,13996
N-t59b11xx,lop,44,1936000,32,256,512,3,64,0.01,standarized_utility,cuda:0,945,23.72879910469055,189780.0,679468
tai50_10_9.fsp,pfsp,50,2500000,32,128,1024,3,64,0.001,standarized_utility,cuda:0,1220,223.66519737243652,95425.0,112871675
tai50_10_9.fsp,pfsp,50,2500000,32,256,1024,2,64,0.001,standarized_utility,cuda:0,1220,193.7080488204956,94304.0,66945275
N-t75d11xx,lop,44,1936000,32,256,1024,2,64,0.01,standarized_utility,cuda:0,945,42.83345556259155,548779.0,1357868
N-t75d11xx,lop,44,1936000,32,256,128,2,64,0.01,standarized_utility,cuda:0,945,39.87825965881348,568803.0,55084
N-t59b11xx,lop,44,1936000,32,128,128,1,64,0.01,standarized_utility,cuda:0,945,40.80379843711853,208950.0,22188
tai50_10_9.fsp,pfsp,50,2500000,32,256,512,1,64,0.0001,standarized_utility,cuda:0,1220,102.80479741096497,92798.0,7233275
tai100_10_9.fsp,pfsp,100,10000000,32,128,1024,2,64,0.0001,standarized_utility,cuda:0,4882,1547.343495607376,307772.0,123345850
N-stabu1_250,lop,250,62500000,32,128,1024,3,64,0.01,standarized_utility,cuda:0,30517,7486.0946180820465,6492264.0,2487546
N-be75eec,lop,50,2500000,32,64,512,2,64,0.001,standarized_utility,cuda:0,1220,50.956257581710815,233475.0,321586
N-be75eec_150,lop,150,22500000,32,256,128,1,64,0.0001,standarized_utility,cuda:0,10986,816.6164400577545,3379073.0,52246
tai100_10_9.fsp,pfsp,100,10000000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,4882,944.8605635166168,309896.0,116792250
tai20_5_8.fsp,pfsp,20,400000,32,256,1024,2,64,0.0001,standarized_utility,cuda:0,195,16.72811007499695,14599.0,26470610
tai50_10_9.fsp,pfsp,50,2500000,32,128,512,2,64,0.001,standarized_utility,cuda:0,1220,112.98962998390198,93705.0,17089275
tai20_5_8.fsp,pfsp,20,400000,32,256,512,3,64,0.001,standarized_utility,cuda:0,195,19.049798250198364,14763.0,13245650
tai20_5_8.fsp,pfsp,20,400000,32,64,1024,2,64,0.01,standarized_utility,cuda:0,195,11.841675996780396,15991.0,22538450
N-t59b11xx,lop,44,1936000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,945,24.34951138496399,202685.0,2210860
tai50_10_9.fsp,pfsp,50,2500000,32,64,1024,1,64,0.001,standarized_utility,cuda:0,1220,99.17180633544922,92494.0,4634875
tai200_10_9.fsp,pfsp,200,40000000,32,256,1024,2,64,0.01,standarized_utility,cuda:0,19531,8882.474502801895,1155251.0,283156100
tai50_10_9.fsp,pfsp,50,2500000,32,64,512,2,64,0.001,standarized_utility,cuda:0,1220,114.33023619651794,94096.0,15450875
N-t75d11xx,lop,44,1936000,32,256,512,3,64,0.0001,standarized_utility,cuda:0,945,29.745150804519653,576638.0,679468
tai50_10_9.fsp,pfsp,50,2500000,32,256,1024,2,64,0.001,standarized_utility,cuda:0,1220,193.32700395584106,93674.0,66945275
N-stabu1_250,lop,250,62500000,32,128,128,3,64,0.01,standarized_utility,cuda:0,30517,7472.333498239517,7050896.0,81786
N-be75eec_150,lop,150,22500000,32,256,1024,2,64,0.001,standarized_utility,cuda:0,10986,837.2254927158356,3357709.0,1466518
N-be75eec,lop,50,2500000,32,128,1024,3,64,0.01,standarized_utility,cuda:0,1220,59.534765005111694,212837.0,2282546
tai20_20_8.fsp,pfsp,20,400000,32,256,128,3,64,0.01,standarized_utility,cuda:0,195,12.193389892578125,34278.0,1345490
tai100_10_9.fsp,pfsp,100,10000000,32,256,128,2,64,0.01,standarized_utility,cuda:0,4882,1648.884813785553,310263.0,5592250
tai20_5_8.fsp,pfsp,20,400000,32,128,1024,3,64,0.01,standarized_utility,cuda:0,195,20.82040047645569,16667.0,44841170
tai200_10_9.fsp,pfsp,200,40000000,32,64,128,2,64,0.01,standarized_utility,cuda:0,19531,7547.77604842186,1094143.0,7559300
N-be75eec,lop,50,2500000,32,256,128,3,64,0.01,standarized_utility,cuda:0,1220,33.199079275131226,231870.0,72370
tai50_10_9.fsp,pfsp,50,2500000,32,128,512,1,64,0.01,standarized_utility,cuda:0,1220,98.98556780815125,93619.0,3956475
tai20_5_8.fsp,pfsp,20,400000,32,128,512,1,64,0.01,standarized_utility,cuda:0,195,15.591591835021973,14838.0,1428690
tai20_5_8.fsp,pfsp,20,400000,32,128,1024,3,64,0.001,standarized_utility,cuda:0,195,20.507349252700806,14863.0,44841170
tai50_10_9.fsp,pfsp,50,2500000,32,64,512,3,64,0.001,standarized_utility,cuda:0,1220,228.34613609313965,94144.0,28583675
N-stabu70,lop,60,3600000,32,64,128,2,64,0.01,standarized_utility,cuda:0,1757,85.58445072174072,354214.0,32572
N-be75eec_150,lop,150,22500000,32,64,1024,3,64,0.01,standarized_utility,cuda:0,10986,792.5847532749176,2816338.0,2319510
tai20_5_8.fsp,pfsp,20,400000,32,256,1024,2,64,0.01,standarized_utility,cuda:0,195,14.376975774765015,16097.0,26470610
tai50_10_9.fsp,pfsp,50,2500000,32,256,128,2,64,0.01,standarized_utility,cuda:0,1220,107.25230717658997,94627.0,2634875
tai50_10_9.fsp,pfsp,50,2500000,32,128,128,2,64,0.01,standarized_utility,cuda:0,1220,113.10030364990234,93441.0,1815675
N-stabu1_250,lop,250,62500000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,30517,7373.240533351898,7491362.0,1372410
tai100_10_9.fsp,pfsp,100,10000000,32,128,512,1,64,0.001,standarized_utility,cuda:0,4882,1312.6750218868256,303866.0,9195450
N-be75eec,lop,50,2500000,32,64,128,1,64,0.001,standarized_utility,cuda:0,1220,34.55542302131653,234221.0,14770
N-stabu1_250,lop,250,62500000,32,256,512,2,64,0.001,standarized_utility,cuda:0,30517,4236.124681472778,7471771.0,522490
tai50_10_9.fsp,pfsp,50,2500000,32,256,512,3,64,0.0001,standarized_utility,cuda:0,1220,126.08714270591736,94127.0,33498875
tai100_10_9.fsp,pfsp,100,10000000,32,64,128,1,64,0.001,standarized_utility,cuda:0,4882,1465.9767343997955,303762.0,1483450
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,1,64,0.001,standarized_utility,cuda:0,195,17.56338095664978,33996.0,1546450
tai20_5_8.fsp,pfsp,20,400000,32,64,1024,1,64,0.01,standarized_utility,cuda:0,195,12.998546600341797,14946.0,1546450
N-be75eec,lop,50,2500000,32,64,1024,3,64,0.0001,standarized_utility,cuda:0,1220,38.35261797904968,233895.0,2217010
tai100_10_9.fsp,pfsp,100,10000000,32,64,1024,2,64,0.01,standarized_utility,cuda:0,4882,959.3543138504028,328783.0,116792250
N-be75eec,lop,50,2500000,32,256,1024,2,64,0.001,standarized_utility,cuda:0,1220,32.90558123588562,233479.0,1364018
N-be75eec_150,lop,150,22500000,32,64,128,3,64,0.0001,standarized_utility,cuda:0,10986,821.9783413410187,3328008.0,60694
N-t59b11xx,lop,44,1936000,32,256,128,1,64,0.01,standarized_utility,cuda:0,945,23.956411123275757,208285.0,38572
tai20_5_8.fsp,pfsp,20,400000,32,256,512,3,64,0.001,standarized_utility,cuda:0,195,11.090921878814697,14666.0,13245650
N-stabu70,lop,60,3600000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,1757,84.75586271286011,355932.0,2227260
N-t59b11xx,lop,44,1936000,32,128,128,3,64,0.0001,standarized_utility,cuda:0,945,23.86255693435669,208375.0,55212
N-stabu70,lop,60,3600000,32,256,512,3,64,0.01,standarized_utility,cuda:0,1757,114.26050138473511,341734.0,687676
N-stabu70,lop,60,3600000,32,64,512,2,64,0.001,standarized_utility,cuda:0,1757,94.02883720397949,358963.0,326716
N-stabu70,lop,60,3600000,32,128,1024,3,64,0.001,standarized_utility,cuda:0,1757,88.12199473381042,355396.0,2292796
tai200_10_9.fsp,pfsp,200,40000000,32,64,128,2,64,0.001,standarized_utility,cuda:0,19531,7463.218155860901,1074401.0,7559300
tai100_10_9.fsp,pfsp,100,10000000,32,128,512,3,64,0.001,standarized_utility,cuda:0,4882,1001.6527242660522,312284.0,61726650
tai100_10_9.fsp,pfsp,100,10000000,32,256,512,3,64,0.001,standarized_utility,cuda:0,4882,993.4448094367981,313418.0,68280250
tai20_20_8.fsp,pfsp,20,400000,32,64,128,2,64,0.001,standarized_utility,cuda:0,195,15.316951513290405,33732.0,523730
N-be75eec,lop,50,2500000,32,128,1024,2,64,0.001,standarized_utility,cuda:0,1220,34.91516852378845,234023.0,1232946
N-stabu1_250,lop,250,62500000,32,64,512,3,64,0.01,standarized_utility,cuda:0,30517,4127.132919788361,6655084.0,686842
tai50_10_9.fsp,pfsp,50,2500000,32,64,128,2,64,0.01,standarized_utility,cuda:0,1220,107.56313896179199,94835.0,1406075
tai20_5_8.fsp,pfsp,20,400000,32,64,1024,2,64,0.01,standarized_utility,cuda:0,195,19.050121784210205,15526.0,22538450
N-be75eec,lop,50,2500000,32,256,1024,3,64,0.01,standarized_utility,cuda:0,1220,50.98546624183655,212491.0,2413618
tai50_10_9.fsp,pfsp,50,2500000,32,128,128,2,64,0.001,standarized_utility,cuda:0,1220,173.63052248954773,92465.0,1815675
tai50_10_9.fsp,pfsp,50,2500000,32,256,1024,3,64,0.001,standarized_utility,cuda:0,1220,213.53193736076355,96335.0,119425275
N-be75eec_150,lop,150,22500000,32,128,512,2,64,0.01,standarized_utility,cuda:0,10986,1502.6972835063934,3161031.0,405654
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,1,64,0.01,standarized_utility,cuda:0,195,11.692129850387573,34209.0,1546450
N-t59b11xx,lop,44,1936000,32,256,128,1,64,0.0001,standarized_utility,cuda:0,945,24.131612300872803,204460.0,38572
tai200_10_9.fsp,pfsp,200,40000000,32,128,512,2,64,0.01,standarized_utility,cuda:0,19531,8322.115722894669,1111461.0,76052100
tai50_10_9.fsp,pfsp,50,2500000,32,256,512,3,64,0.001,standarized_utility,cuda:0,1220,202.47079753875732,95499.0,33498875
N-be75eec,lop,50,2500000,32,128,128,1,64,0.01,standarized_utility,cuda:0,1220,38.353763580322266,234197.0,22962
tai20_20_8.fsp,pfsp,20,400000,32,128,1024,1,64,0.01,standarized_utility,cuda:0,195,13.572312831878662,34320.0,2857170
N-be75eec,lop,50,2500000,32,64,1024,1,64,0.001,standarized_utility,cuda:0,1220,37.72024965286255,234296.0,117810
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,2,64,0.01,standarized_utility,cuda:0,195,20.372032642364502,36009.0,22538450
N-be75eec_150,lop,150,22500000,32,64,512,2,64,0.0001,standarized_utility,cuda:0,10986,1293.0505111217499,3366425.0,372886
tai20_5_8.fsp,pfsp,20,400000,32,256,1024,3,64,0.01,standarized_utility,cuda:0,195,13.30524206161499,16401.0,47462610
tai20_20_8.fsp,pfsp,20,400000,32,64,512,3,64,0.001,standarized_utility,cuda:0,195,19.15074062347412,34150.0,11279570
tai20_5_8.fsp,pfsp,20,400000,32,256,1024,2,64,0.0001,standarized_utility,cuda:0,195,14.684619188308716,14615.0,26470610
tai20_20_8.fsp,pfsp,20,400000,32,128,1024,3,64,0.001,standarized_utility,cuda:0,195,12.133718252182007,34072.0,44841170
tai200_10_9.fsp,pfsp,200,40000000,32,64,1024,1,64,0.0001,standarized_utility,cuda:0,19531,9076.08458018303,1071206.0,33914500
tai20_20_8.fsp,pfsp,20,400000,32,128,512,2,64,0.01,standarized_utility,cuda:0,195,12.576404571533203,34069.0,6681810
N-t75d11xx,lop,44,1936000,32,64,1024,3,64,0.0001,standarized_utility,cuda:0,945,44.721867084503174,572434.0,2210860
N-stabu1_250,lop,250,62500000,32,128,128,1,64,0.001,standarized_utility,cuda:0,30517,4190.264977455139,7557478.0,48762
tai50_10_9.fsp,pfsp,50,2500000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,1220,212.9900119304657,93065.0,119425275
N-stabu1_250,lop,250,62500000,32,64,128,3,64,0.01,standarized_utility,cuda:0,30517,7613.208410024643,7097796.0,73594
N-t75d11xx,lop,44,1936000,32,64,512,1,64,0.0001,standarized_utility,cuda:0,945,29.672656774520874,568717.0,55852
N-be75eec,lop,50,2500000,32,128,1024,3,64,0.001,standarized_utility,cuda:0,1220,70.83613967895508,233414.0,2282546
N-stabu1_250,lop,250,62500000,32,64,512,3,64,0.0001,standarized_utility,cuda:0,30517,7351.75456571579,7501609.0,686842
N-be75eec,lop,50,2500000,32,256,1024,1,64,0.0001,standarized_utility,cuda:0,1220,53.23372793197632,233848.0,314418
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,2,64,0.01,standarized_utility,cuda:0,4882,891.7813439369202,312965.0,32184250
N-t59b11xx,lop,44,1936000,32,256,512,2,64,0.001,standarized_utility,cuda:0,945,24.798449754714966,203285.0,416812
N-t59b11xx,lop,44,1936000,32,64,512,3,64,0.001,standarized_utility,cuda:0,945,25.87391757965088,203425.0,581164
tai200_10_9.fsp,pfsp,200,40000000,32,64,128,3,64,0.001,standarized_utility,cuda:0,19531,11340.156409025192,1080558.0,10861700
tai100_10_9.fsp,pfsp,100,10000000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,4882,952.3618342876434,312838.0,116792250
tai100_10_9.fsp,pfsp,100,10000000,32,128,512,2,64,0.0001,standarized_utility,cuda:0,4882,911.3464450836182,305440.0,35461050
N-t59b11xx,lop,44,1936000,32,256,128,3,64,0.001,standarized_utility,cuda:0,945,20.18037748336792,202985.0,71596
N-t75d11xx,lop,44,1936000,32,256,128,3,64,0.0001,standarized_utility,cuda:0,945,41.905795097351074,574883.0,71596
N-stabu70,lop,60,3600000,32,256,1024,3,64,0.01,standarized_utility,cuda:0,1757,92.06959676742554,322696.0,2423868
N-stabu70,lop,60,3600000,32,64,512,3,64,0.0001,standarized_utility,cuda:0,1757,55.20581674575806,357402.0,589372
N-stabu1_250,lop,250,62500000,32,128,512,1,64,0.001,standarized_utility,cuda:0,30517,7347.438755750656,7556158.0,194298
N-t59b11xx,lop,44,1936000,32,256,1024,2,64,0.001,standarized_utility,cuda:0,945,24.90803289413452,203175.0,1357868
N-stabu70,lop,60,3600000,32,256,512,2,64,0.01,standarized_utility,cuda:0,1757,97.69370102882385,350452.0,425020
tai20_20_8.fsp,pfsp,20,400000,32,256,128,1,64,0.001,standarized_utility,cuda:0,195,11.511996507644653,33732.0,685010
tai20_5_8.fsp,pfsp,20,400000,32,128,128,3,64,0.001,standarized_utility,cuda:0,195,20.148927927017212,14776.0,1017810
N-be75eec_150,lop,150,22500000,32,128,512,1,64,0.0001,standarized_utility,cuda:0,10986,1517.6185369491577,3368656.0,142998
tai20_5_8.fsp,pfsp,20,400000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,195,11.565459728240967,14703.0,43530450
N-be75eec_150,lop,150,22500000,32,64,512,2,64,0.0001,standarized_utility,cuda:0,10986,1249.091227531433,3363041.0,372886
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,2,64,0.01,standarized_utility,cuda:0,4882,1692.1818330287933,320772.0,32184250
tai50_10_9.fsp,pfsp,50,2500000,32,128,512,2,64,0.01,standarized_utility,cuda:0,1220,185.4769368171692,96693.0,17089275
N-be75eec_150,lop,150,22500000,32,128,128,3,64,0.01,standarized_utility,cuda:0,10986,1521.7790043354034,3173984.0,68886
N-be75eec,lop,50,2500000,32,128,128,1,64,0.001,standarized_utility,cuda:0,1220,38.7603919506073,234214.0,22962
tai50_10_9.fsp,pfsp,50,2500000,32,256,128,1,64,0.001,standarized_utility,cuda:0,1220,155.1611292362213,92417.0,1809275
N-be75eec,lop,50,2500000,32,256,1024,3,64,0.01,standarized_utility,cuda:0,1220,38.255934715270996,203693.0,2413618
tai20_5_8.fsp,pfsp,20,400000,32,128,128,2,64,0.01,standarized_utility,cuda:0,195,18.321510076522827,14635.0,687570
tai20_5_8.fsp,pfsp,20,400000,32,256,1024,1,64,0.01,standarized_utility,cuda:0,195,17.08863878250122,14814.0,5478610
tai100_10_9.fsp,pfsp,100,10000000,32,128,128,3,64,0.01,standarized_utility,cuda:0,4882,1489.71129155159,312133.0,5605050
