,instance,repetition,algorithm,lambda,alpha,best fitness,evals,elapsed time in secs
765,N-stabu70,2,PL,100,0.75,359445,3527006,53.844
767,N-stabu70,4,PL,1000,0.1,357809,3368691,40.428
774,N-stabu70,9,PL,1000,0.001,319411,3412418,48.566
778,N-stabu70,2,PL,1000,0.05,356813,3517683,24.338
784,N-stabu70,8,PL,1000,0.1,358017,3561046,40.318
785,N-stabu70,2,PL,1000,0.001,320017,3582550,47.77
786,N-stabu70,6,PL,100,0.75,359389,3576198,51.805
788,N-stabu70,9,PL,1000,0.1,357885,3558023,25.585
793,N-stabu70,6,PL,1000,0.05,356756,3337928,41.479
796,N-stabu70,9,PL,1000,0.75,358667,3449914,24.326
797,N-stabu70,5,PL,1000,0.75,359136,2277357,26.823
798,N-stabu70,5,PL,1000,0.1,357967,3518170,37.99
800,N-stabu70,10,PL,1000,0.01,348764,2873432,39.11
803,N-stabu70,7,PL,1000,0.5,359138,2035825,39.244
809,N-stabu70,3,PL,1000,0.75,357813,2334483,26.874
810,N-stabu70,4,PL,1000,0.05,356473,3355127,40.282
811,N-stabu70,10,PL,1000,0.5,358903,2789130,27.025
814,N-stabu70,3,PL,10000,0.001,305164,3198487,25.102
818,N-stabu70,4,PL,1000,0.75,359985,1974862,34.766
819,N-stabu70,7,PL,1000,0.9,359498,2502993,25.666
827,N-stabu70,6,PL,1000,0.9,359597,3157330,26.55
829,N-stabu70,2,PL,1000,0.1,358104,3477881,38.527
831,N-stabu70,7,PL,1000,0.75,359141,876893,38.095
833,N-stabu70,5,PL,10000,0.01,319270,3146211,24.291
839,N-stabu70,2,PL,1000,0.75,359039,2314419,24.579
841,N-stabu70,6,PL,10000,0.001,305161,3168318,27.903
842,N-stabu70,6,PL,1000,0.5,359969,3465735,42.79
843,N-stabu70,10,PL,1000,0.75,359123,941951,24.555
844,N-stabu70,5,PL,1000,0.05,356673,3516131,39.958
845,N-stabu70,10,PL,10000,0.001,307532,1847221,25.187
848,N-stabu70,8,PL,1000,0.5,359155,3236903,27.964
849,N-stabu70,1,PL,1000,0.75,359777,3478100,26.841
850,N-stabu70,10,PL,1000,0.9,359255,1727929,34.006
853,N-stabu70,8,PL,1000,0.01,348560,3576118,44.083
854,N-stabu70,10,PL,1000,0.1,357964,3230599,42.883
856,N-stabu70,9,PL,1000,0.9,359634,3355288,38.579
858,N-stabu70,7,PL,1000,0.05,356623,3446344,39.989
859,N-stabu70,5,PL,1000,0.01,348170,3504839,50.152
862,N-stabu70,1,PL,10000,0.001,305046,2830475,29.848
866,N-stabu70,8,PL,1000,0.75,359708,2769280,36.17
869,N-stabu70,4,PL,1000,0.5,360022,3545369,39.123
871,N-stabu70,1,PL,1000,0.5,359799,3075097,55.06
873,N-stabu70,4,PL,10000,0.001,307976,2259359,23.261
875,N-stabu70,6,PL,10000,0.01,320842,2926751,24.999
877,N-stabu70,8,PL,1000,0.9,359677,3183575,35.96
881,N-stabu70,7,PL,10000,0.001,310178,2979087,23.389
883,N-stabu70,6,PL,1000,0.1,357798,3559232,53.479
885,N-stabu70,9,PL,10000,0.01,319411,3412418,25.373
887,N-stabu70,1,PL,10000,0.05,341120,3576654,26.345
888,N-stabu70,10,PL,10000,0.01,321852,3540751,24.947
897,N-stabu70,6,PL,10000,0.1,349225,3224528,27.005
898,N-stabu70,9,PL,1000,0.5,359091,3246955,44.456
903,N-stabu70,4,PL,10000,0.1,348759,3493574,26.379
905,N-stabu70,8,PL,10000,0.01,320486,2437171,25.291
907,N-t59b11xx,3,PL,10,0.001,207820,1728739,8.909
908,N-stabu70,3,PL,10000,0.01,323644,3551213,23.425
910,N-stabu70,6,PL,1000,0.75,359381,1965712,33.88
911,N-stabu70,5,PL,10000,0.05,342546,3385232,25.86
916,N-stabu70,5,PL,1000,0.9,360091,3361782,31.729
917,N-t59b11xx,9,PL,10,0.001,207870,1733477,8.893
919,N-stabu70,7,PL,10000,0.05,344277,3587126,26.447
922,N-stabu70,3,PL,1000,0.1,357965,3509092,50.613
926,N-stabu70,5,PL,1000,0.5,359002,3520473,49.083
927,N-stabu70,4,PL,10000,0.01,323009,3248681,23.426
928,N-stabu70,7,PL,10000,0.01,324588,3562560,43.326
932,N-stabu70,4,PL,10000,0.05,342403,3359544,38.455
934,N-stabu70,5,PL,10000,0.001,307662,3580103,37.744
936,N-stabu70,2,PL,10000,0.001,304691,3361309,24.607
941,N-stabu70,9,PL,10000,0.001,305178,1620548,26.333
942,N-stabu70,2,PL,1000,0.9,360321,2695679,51.615
950,N-t59b11xx,3,PL,10,0.01,208300,1925483,14.084
952,N-stabu70,3,PL,1000,0.9,358756,3293552,36.645
953,N-t59b11xx,1,PL,10,0.001,207520,1802381,12.198
954,N-stabu70,1,PL,10000,0.01,323408,3492747,23.443
957,N-t59b11xx,10,PL,10,0.05,208280,1547933,9.114
958,N-t59b11xx,6,PL,10,0.001,207940,1766086,15.723
961,N-t59b11xx,2,PL,10,0.05,207810,1103063,9.891
966,N-stabu70,8,PL,10000,0.1,349033,3434285,32.224
967,N-stabu70,1,PL,1000,0.9,359849,3156648,40.208
968,N-t59b11xx,1,PL,10,0.05,208320,1904858,9.377
969,N-stabu70,6,PL,10000,0.9,358001,3221335,26.619
975,N-stabu70,6,PL,10000,0.05,343403,3282825,23.745
976,N-stabu70,9,PL,10000,0.9,357855,3133935,28.031
977,N-stabu70,9,PL,10000,0.1,348630,3275060,23.944
978,N-t59b11xx,6,PL,10,0.01,208250,793311,8.816
979,N-t59b11xx,7,PL,10,0.1,208760,1387673,9.493
980,N-t59b11xx,1,PL,10,0.1,208290,275328,8.8
981,N-t59b11xx,1,PL,10,0.01,208260,1154052,9.397
983,N-stabu70,8,PL,10000,0.001,304325,3262590,36.212
984,N-stabu70,2,PL,10000,0.75,357582,3427583,26.587
985,N-t59b11xx,5,PL,10,0.05,208350,1872166,9.421
988,N-stabu70,7,PL,10000,0.75,357776,3590971,27.747
990,N-t59b11xx,9,PL,10,0.01,208270,587286,13.573
991,N-stabu70,7,PL,10000,0.1,348487,3081966,25.811
992,N-stabu70,4,PL,1000,0.9,359259,3596534,40.811
993,N-t59b11xx,9,PL,10,0.05,208270,1557284,12.411
997,N-t59b11xx,7,PL,10,0.001,207510,1864951,15.903
1000,N-t59b11xx,2,PL,10,0.001,207590,1776323,10.12
1001,N-t59b11xx,7,PL,10,0.01,208280,1620163,13.223
1002,N-t59b11xx,8,PL,10,0.05,208260,981586,13.799
1006,N-t59b11xx,4,PL,10,0.1,209070,1749983,9.139
1007,N-stabu70,10,PL,10000,0.5,356471,2786941,39.232
1008,N-stabu70,10,PL,10000,0.1,348161,3579925,37.893
1015,N-t59b11xx,8,PL,10,0.01,208240,829005,9.681
1018,N-t59b11xx,6,PL,10,0.05,208290,448753,9.296
1019,N-stabu70,3,PL,10000,0.05,343705,3413870,31.948
1022,N-t59b11xx,8,PL,10,0.5,209120,54162,8.92
1029,N-t59b11xx,5,PL,10,0.1,208270,459889,16.078
1030,N-t59b11xx,3,PL,10,0.05,208270,1696759,12.387
1032,N-t59b11xx,3,PL,10,0.1,208270,1301112,13.793
1033,N-stabu70,3,PL,10000,0.1,348688,3403243,27.033
1035,N-stabu70,6,PL,10000,0.75,356723,3599536,24.44
1037,N-t59b11xx,5,PL,10,0.001,207560,1664821,11.376
1038,N-t59b11xx,4,PL,10,0.01,208280,1562950,17.587
1039,N-stabu70,2,PL,10000,0.01,320017,3582550,41.194
1041,N-t59b11xx,2,PL,10,0.75,208840,270299,8.898
1042,N-t59b11xx,4,PL,10,0.001,207570,1844286,10.184
1044,N-t59b11xx,8,PL,10,0.001,207700,1844411,13.485
1045,N-stabu70,9,PL,10000,0.5,356739,3523314,26.195
1046,N-stabu70,1,PL,10000,0.1,348421,3574002,40.099
1048,N-t59b11xx,1,PL,10,0.75,209120,418051,8.902
1050,N-stabu70,2,PL,10000,0.5,356441,3571009,24.373
1051,N-stabu70,10,PL,10000,0.75,357802,3598979,36.787
1052,N-stabu70,2,PL,10000,0.1,348687,3309102,39.446
1053,N-stabu70,8,PL,10000,0.5,356807,3372390,24.386
1056,N-stabu70,5,PL,10000,0.1,348921,3371938,46.967
1058,N-t59b11xx,4,PL,10,0.9,208915,1371866,9.98
1059,N-t59b11xx,6,PL,100,0.001,200725,1860428,8.903
1061,N-t59b11xx,4,PL,10,0.5,208930,1759738,10.069
1062,N-stabu70,8,PL,10000,0.75,357440,3498002,37.112
1068,N-t59b11xx,1,PL,100,0.001,200955,1813650,8.867
1070,N-t59b11xx,2,PL,10,0.5,208800,849280,14.086
1073,N-stabu70,7,PL,10000,0.5,356730,3534687,26.439
1074,N-stabu70,1,PL,10000,0.75,357578,3278709,24.493
1075,N-t59b11xx,9,PL,10,0.75,209030,565207,12.974
1076,N-stabu70,9,PL,10000,0.05,342442,3562205,37.18
1077,N-t59b11xx,2,PL,10,0.1,209090,1759067,15.952
1082,N-t59b11xx,10,PL,10,0.9,208890,1902472,9.427
1083,N-t59b11xx,9,PL,10,0.9,208740,1625359,8.967
1084,N-t59b11xx,10,PL,10,0.5,209120,716329,9.807
1085,N-stabu70,3,PL,10000,0.75,357640,3241871,26.758
1088,N-t59b11xx,10,PL,10,0.001,207610,1210647,12.174
1089,N-t59b11xx,5,PL,10,0.9,208845,646478,11.272
1090,N-stabu70,9,PL,10000,0.75,357498,3515742,26.728
1091,N-t59b11xx,1,PL,10,0.5,208820,1052222,10.249
1092,N-stabu70,2,PL,10000,0.9,357753,3570285,29.896
1093,N-t59b11xx,5,PL,10,0.01,208270,1250784,16.643
1094,N-t59b11xx,8,PL,10,0.1,208730,1126988,9.753
1095,N-stabu70,1,PL,10000,0.5,356593,3387347,32.732
1097,N-stabu70,5,PL,10000,0.5,357056,3431610,46.858
1098,N-t59b11xx,7,PL,10,0.05,208350,1910049,12.742
1102,N-t59b11xx,2,PL,10,0.01,208260,1100223,15.788
1104,N-t59b11xx,9,PL,10,0.1,209130,1257265,10.969
1105,N-t59b11xx,1,PL,10,0.9,208750,660448,15.949
1107,N-stabu70,1,PL,10000,0.9,357842,3588629,26.703
1108,N-t59b11xx,3,PL,100,0.01,207735,1578227,11.319
1109,N-t59b11xx,4,PL,100,0.1,208290,1419396,7.921
1112,N-stabu70,8,PL,10000,0.9,357973,3561046,24.55
1113,N-t59b11xx,10,PL,10,0.01,208250,1613647,12.306
1114,N-stabu70,10,PL,10000,0.9,358132,3076492,48.683
1115,N-t59b11xx,3,PL,10,0.9,208830,644303,9.224
1116,N-t59b11xx,9,PL,100,0.01,207800,1656445,12.823
1117,N-stabu70,2,PL,10000,0.05,342066,3515527,48.137
1118,N-t59b11xx,7,PL,100,0.01,207710,1823903,8.081
1120,N-t59b11xx,9,PL,100,0.001,201115,1838568,11.984
1121,N-stabu70,3,PL,10000,0.9,357986,2935826,33.811
1123,N-t59b11xx,8,PL,10,0.75,208690,586597,17.484
1125,N-t59b11xx,2,PL,10,0.9,208720,1135657,9.25
1126,N-t59b11xx,4,PL,10,0.75,208940,1141485,12.131
1130,N-t59b11xx,6,PL,100,0.01,207900,1766086,13.827
1132,N-stabu70,5,PL,10000,0.75,357692,3280000,30.317
1133,N-stabu70,5,PL,10000,0.9,358052,3418292,45.95
1136,N-stabu70,8,PL,10000,0.05,343615,3429649,48.26
1138,N-t59b11xx,6,PL,10,0.75,208905,991018,8.939
1139,N-t59b11xx,7,PL,10,0.5,209070,1505065,13.836
1141,N-t59b11xx,7,PL,10,0.75,208790,1127414,9.152
1143,N-t59b11xx,7,PL,10,0.9,208745,452565,9.254
1146,N-stabu70,3,PL,10000,0.5,356743,3411661,46.851
1149,N-t59b11xx,10,PL,10,0.75,208920,804843,9.249
1150,N-stabu70,10,PL,10000,0.05,342602,3300003,48.317
1151,N-t59b11xx,7,PL,100,0.001,202890,1901893,9.019
1154,N-t59b11xx,2,PL,100,0.01,207890,1884373,8.297
1155,N-t59b11xx,5,PL,100,0.1,208270,914232,12.617
1156,N-t59b11xx,8,PL,100,0.5,209110,908371,8.034
1157,N-t59b11xx,3,PL,10,0.5,208915,1326234,9.539
1158,N-t59b11xx,8,PL,10,0.9,208620,532875,8.939
1160,N-t59b11xx,6,PL,100,0.5,208280,1484834,7.88
1162,N-stabu70,4,PL,10000,0.75,357526,3336826,34.744
1164,N-t59b11xx,6,PL,10,0.1,209100,1935029,11.161
1166,N-t59b11xx,4,PL,100,0.001,201905,1901491,11.988
1167,N-t59b11xx,6,PL,100,0.1,208270,1513363,12.315
1168,N-t59b11xx,9,PL,100,0.05,208310,1236382,10.372
1170,N-t59b11xx,2,PL,100,0.1,208260,570388,10.624
1172,N-t59b11xx,2,PL,100,0.001,202010,1915862,8.388
1175,N-t59b11xx,10,PL,100,0.001,200200,1515876,14.393
1177,N-t59b11xx,10,PL,10,0.1,208040,326326,11.978
1178,N-t59b11xx,4,PL,10,0.05,208270,137496,17.714
1179,N-t59b11xx,5,PL,100,0.5,208980,1820938,8.336
1184,N-t59b11xx,9,PL,10,0.5,209020,1313647,9.217
1185,N-t59b11xx,1,PL,100,0.05,208280,1842417,14.328
1186,N-t59b11xx,10,PL,100,0.1,208270,586273,7.791
1190,N-t59b11xx,2,PL,100,0.9,209100,1701289,8.298
1194,N-t59b11xx,5,PL,10,0.5,208830,947974,16.997
1197,N-t59b11xx,2,PL,100,0.75,209130,176298,10.294
1198,N-stabu70,4,PL,10000,0.5,357057,3410210,43.665
1199,N-t59b11xx,5,PL,100,0.05,208260,1363917,12.762
1201,N-t59b11xx,4,PL,100,0.5,208310,1078711,8.957
1205,N-t59b11xx,5,PL,10,0.75,209045,245760,13.771
1211,N-t59b11xx,4,PL,100,0.01,207755,1814695,8.556
1215,N-stabu70,6,PL,10000,0.5,356693,3518981,45.791
1218,N-t59b11xx,8,PL,100,0.001,201305,1600720,7.982
1226,N-t59b11xx,6,PL,10,0.5,209010,1501962,13.313
1228,N-t59b11xx,6,PL,10,0.9,208855,298754,10.307
1235,N-t59b11xx,3,PL,100,0.001,201765,1833130,8.11
1237,N-t59b11xx,6,PL,100,0.05,208270,896390,8.186
1245,N-t59b11xx,1,PL,100,0.01,207730,1639281,9.488
1246,N-t59b11xx,1,PL,1000,0.01,200740,1924597,7.983
1251,N-t59b11xx,3,PL,10,0.75,208840,736247,14.348
1252,N-t59b11xx,1,PL,1000,0.001,184460,1791424,8.406
1254,N-t59b11xx,1,PL,100,0.1,208240,562876,7.82
1255,N-t59b11xx,3,PL,100,0.9,208360,973201,8.151
1258,N-t59b11xx,5,PL,100,0.01,207755,1896365,12.244
1260,N-t59b11xx,8,PL,100,0.1,208290,870206,11.514
1265,N-t59b11xx,10,PL,100,0.9,208800,1641440,8.371
1266,N-t59b11xx,10,PL,100,0.05,208290,1540975,11.904
1268,N-t59b11xx,1,PL,100,0.9,209100,1589276,8.011
1269,N-t59b11xx,7,PL,1000,0.001,184515,1550357,13.469
1270,N-t59b11xx,8,PL,100,0.05,208290,1377230,7.892
1275,N-t59b11xx,9,PL,100,0.1,208270,673647,15.496
1278,N-t59b11xx,8,PL,100,0.01,207830,1800042,8.306
1285,N-t59b11xx,6,PL,1000,0.001,184745,1628555,14.293
1287,N-t59b11xx,5,PL,100,0.001,200960,1594274,11.982
1288,N-t59b11xx,2,PL,1000,0.01,201835,1916981,8.043
1293,N-t59b11xx,10,PL,100,0.5,208860,1766112,8.108
1294,N-t59b11xx,2,PL,1000,0.001,182180,1735335,10.217
1298,N-t59b11xx,5,PL,100,0.75,209140,157384,9.965
1299,N-t59b11xx,9,PL,1000,0.01,202150,1783099,8.228
1301,N-t59b11xx,7,PL,1000,0.5,208270,1222959,7.884
1302,N-stabu70,4,PL,10000,0.9,358001,3348679,45.98
1305,N-t59b11xx,4,PL,100,0.05,208250,905192,8.37
1310,N-t59b11xx,2,PL,1000,0.1,207835,1458625,8.246
1311,N-t59b11xx,9,PL,1000,0.05,207370,1502185,8.351
1317,N-t59b11xx,7,PL,100,0.5,208970,1664281,8.217
1318,N-t59b11xx,3,PL,100,0.5,209120,279196,9.96
1319,N-t59b11xx,4,PL,100,0.9,209140,799700,8.166
1323,N-t59b11xx,10,PL,100,0.01,207810,1725534,8.378
1324,N-t59b11xx,6,PL,1000,0.1,208010,1685644,8.264
1325,N-t59b11xx,8,PL,100,0.9,209110,230025,7.82
1326,N-t59b11xx,7,PL,100,0.9,208300,430424,10.791
1330,N-t59b11xx,5,PL,1000,0.001,181455,1852144,12.895
1331,N-t59b11xx,5,PL,1000,0.05,207195,1904429,8.273
1332,N-t59b11xx,8,PL,1000,0.001,185275,1486655,8.665
1334,N-t59b11xx,8,PL,1000,0.01,200910,1890801,12.625
1337,N-t59b11xx,4,PL,1000,0.1,207840,1907822,12.712
1338,N-t59b11xx,8,PL,1000,0.05,207115,1708931,15.685
1339,N-stabu70,7,PL,10000,0.9,357779,3444478,47.696
1340,N-t59b11xx,4,PL,1000,0.9,208270,626183,8.103
1342,N-t59b11xx,2,PL,100,0.5,207910,212298,12.957
1343,N-t59b11xx,10,PL,1000,0.5,208290,1219216,7.92
1344,N-t59b11xx,7,PL,1000,0.05,207200,1899909,8.349
1345,N-t59b11xx,3,PL,1000,0.75,208300,1311826,7.982
1350,N-t59b11xx,10,PL,1000,0.001,183410,1719986,10.487
1352,N-t59b11xx,3,PL,100,0.1,208300,1341225,7.984
1356,N-t59b11xx,3,PL,100,0.05,208250,1027008,14.212
1357,N-t59b11xx,1,PL,100,0.5,208990,868971,8.317
1359,N-t59b11xx,9,PL,1000,0.1,208040,1656445,9.891
1361,N-t59b11xx,7,PL,100,0.1,208310,1343981,14.538
1365,N-t59b11xx,3,PL,1000,0.001,186235,1819215,12.816
1366,N-t59b11xx,1,PL,1000,0.9,208280,1670426,7.914
1367,N-t59b11xx,9,PL,1000,0.001,182000,1594333,12.015
1368,N-t59b11xx,9,PL,100,0.5,209050,1915850,9.869
1370,N-t59b11xx,10,PL,1000,0.01,202085,1867542,9.1
1371,N-t59b11xx,4,PL,1000,0.05,207270,1918102,8.254
1372,N-t59b11xx,5,PL,1000,0.1,207810,1894562,8.261
1373,N-t59b11xx,2,PL,100,0.05,208250,1790075,11.227
1374,N-t59b11xx,4,PL,1000,0.75,208240,495571,10.303
1379,N-t59b11xx,1,PL,100,0.75,209130,1800400,8.456
1382,N-t59b11xx,2,PL,10000,0.001,180390,1691934,9.333
1383,N-t59b11xx,1,PL,10000,0.001,180905,1859003,8.483
1386,N-t59b11xx,9,PL,1000,0.75,208290,1122134,11.36
1387,N-t59b11xx,7,PL,100,0.05,208290,1591584,12.754
1389,N-t59b11xx,5,PL,100,0.9,208340,491187,10.448
1390,N-t59b11xx,10,PL,1000,0.05,207375,1886873,9.95
1391,N-t59b11xx,7,PL,1000,0.1,207780,1830621,12.143
1392,N-t59b11xx,4,PL,1000,0.001,186745,1086968,9.076
1393,N-t59b11xx,3,PL,10000,0.001,179010,1353794,8.525
1397,N-t59b11xx,6,PL,1000,0.5,208290,938881,9.063
1398,N-t59b11xx,3,PL,1000,0.01,202400,1763171,13.38
1401,N-t59b11xx,5,PL,1000,0.01,201360,1555677,9.432
1403,N-t59b11xx,9,PL,100,0.75,209130,343991,8.219
1404,N-t59b11xx,4,PL,1000,0.5,208330,1890076,8.107
1405,N-t59b11xx,5,PL,1000,0.5,208220,882344,7.932
1406,N-t59b11xx,9,PL,100,0.9,208190,1921738,13.383
1407,N-t59b11xx,4,PL,1000,0.01,200830,1895267,8.346
1408,N-t59b11xx,3,PL,100,0.75,208360,1924536,8.201
1412,N-t59b11xx,8,PL,100,0.75,209110,871661,8.709
1413,N-t59b11xx,7,PL,100,0.75,208330,862471,8.077
1420,N-t59b11xx,8,PL,1000,0.5,208250,1050577,11.428
1421,N-t59b11xx,6,PL,100,0.75,209140,1734600,11.226
1427,N-t59b11xx,5,PL,1000,0.75,208240,695817,12.427
1430,N-t59b11xx,7,PL,1000,0.9,208260,508393,8.19
1432,N-t59b11xx,10,PL,1000,0.75,208280,846628,7.974
1433,N-t59b11xx,6,PL,1000,0.75,208330,1614042,14.811
1435,N-t59b11xx,2,PL,10000,0.01,182180,1735335,10.897
1440,N-t59b11xx,4,PL,100,0.75,208830,338363,13.901
1441,N-t59b11xx,9,PL,10000,0.1,201865,1583683,8.025
1446,N-t59b11xx,8,PL,1000,0.9,208210,1580987,8.168
1450,N-t59b11xx,2,PL,1000,0.9,208300,952975,8.098
1452,N-t59b11xx,2,PL,10000,0.1,201825,1916981,8.087
1453,N-t59b11xx,2,PL,1000,0.5,208270,870987,9.794
1455,N-t59b11xx,2,PL,1000,0.75,208290,1037958,8.686
1456,N-t59b11xx,1,PL,1000,0.05,207040,1712462,11.588
1457,N-t59b11xx,5,PL,10000,0.1,202160,1369689,8.484
1458,N-t59b11xx,6,PL,1000,0.9,208280,1250129,8.146
1461,N-t59b11xx,4,PL,10000,0.001,181745,515239,8.114
1462,N-t59b11xx,2,PL,10000,0.05,195690,1915607,9.427
1463,N-t59b11xx,4,PL,10000,0.05,193390,1917087,8.511
1464,N-t59b11xx,6,PL,100,0.9,209110,917335,15.758
1467,N-t59b11xx,1,PL,1000,0.1,207910,1735647,8.019
1468,N-t59b11xx,4,PL,10000,0.1,201325,1882793,8.026
1476,N-t59b11xx,8,PL,10000,0.1,201765,1801543,14.444
1477,N-t59b11xx,3,PL,1000,0.05,207280,1749384,7.999
1480,N-t59b11xx,5,PL,10000,0.05,194820,1780647,8.386
1482,N-t59b11xx,10,PL,1000,0.1,207740,1896592,16.009
1484,N-t59b11xx,8,PL,10000,0.01,185275,1486655,10.292
1485,N-t59b11xx,6,PL,1000,0.05,207310,1578900,12.608
1488,N-t59b11xx,7,PL,1000,0.01,202435,1863215,8.283
1491,N-t59b11xx,3,PL,1000,0.1,207830,1853290,8.238
1498,N-t59b11xx,10,PL,1000,0.9,208220,1185277,8.201
1499,N-t59b11xx,6,PL,10000,0.75,207940,1766086,8.307
1500,N-t59b11xx,3,PL,10000,0.5,207090,1650021,11.765
1501,N-t59b11xx,2,PL,10000,0.5,207715,1678383,12.851
1503,N-t59b11xx,9,PL,10000,0.05,194900,1788871,14.439
1504,N-t59b11xx,10,PL,10000,0.1,202085,1867542,8.307
1506,N-t59b11xx,2,PL,1000,0.05,207150,1751957,9.92
1507,N-t59b11xx,9,PL,10000,0.5,207370,1502185,8.254
1510,N-t59b11xx,1,PL,1000,0.5,208240,703440,8.201
1516,N-t59b11xx,6,PL,10000,0.5,207200,1782138,7.985
1518,N-t59b11xx,9,PL,10000,0.001,178910,1241154,14.157
1520,N-t59b11xx,1,PL,10000,0.1,201900,1746295,8.465
1525,N-t59b11xx,9,PL,10000,0.75,207480,1861965,8.191
1526,N-t59b11xx,1,PL,1000,0.75,208290,818769,9.23
1529,N-t59b11xx,7,PL,10000,0.1,202435,1863215,13.206
1530,N-t59b11xx,6,PL,10000,0.9,207830,1846771,12.953
1532,N-t59b11xx,8,PL,1000,0.1,207890,1784154,15.601
1536,N-t59b11xx,7,PL,10000,0.9,207710,1756838,8.49
1537,N-t59b11xx,10,PL,10000,0.05,195040,1584940,9.293
1538,N-t59b11xx,7,PL,10000,0.75,207820,1395485,10.782
1539,N-t59b11xx,9,PL,1000,0.5,208300,1513962,13.887
1543,N-t59b11xx,9,PL,1000,0.9,208240,1312166,8.367
1544,N-t59b11xx,7,PL,1000,0.75,208250,1147086,8.163
1545,N-t59b11xx,8,PL,10000,0.9,207890,1896325,8.001
1546,N-t59b11xx,3,PL,1000,0.9,208280,620060,12.429
1547,N-t59b11xx,4,PL,10000,0.5,207290,1821220,14.977
1548,N-t59b11xx,6,PL,1000,0.01,200525,1902241,13.194
1549,N-t59b11xx,5,PL,1000,0.9,208230,628572,12.406
1550,N-t59b11xx,8,PL,1000,0.75,208240,1372071,8.149
1555,N-t59b11xx,8,PL,10000,0.001,181450,1690439,10.449
1556,N-t59b11xx,1,PL,10000,0.05,195135,1748145,8.23
1557,N-t59b11xx,6,PL,10000,0.01,184745,1628555,8.136
1561,N-t59b11xx,2,PL,10000,0.75,207830,1548848,11.849
1562,N-t59b11xx,6,PL,10000,0.05,196995,1859374,8.588
1563,N-t59b11xx,3,PL,10000,0.05,195635,1923907,8.054
1569,N-t59b11xx,7,PL,10000,0.5,207350,1822930,8.576
1570,N-t59b11xx,3,PL,10000,0.01,186235,1819215,13.495
1571,N-t59b11xx,3,PL,1000,0.5,208270,1819924,8.987
1574,N-t59b11xx,3,PL,10000,0.9,207750,1747381,13.104
1575,N-t59b11xx,5,PL,10000,0.5,207340,1887367,8.574
1576,N-t59b11xx,2,PL,10000,0.9,207770,1922838,10.469
1577,N-t59b11xx,7,PL,10000,0.01,184515,1550357,9.361
1580,N-t59b11xx,7,PL,10000,0.001,179550,692476,10.611
1584,N-t59b11xx,8,PL,10000,0.5,207570,1632341,8.585
1585,N-t59b11xx,5,PL,10000,0.001,179555,1818055,8.934
1588,N-t59b11xx,5,PL,10000,0.75,207870,1515912,8.399
1597,N-t59b11xx,1,PL,10000,0.9,207735,1196993,10.067
1600,N-t59b11xx,4,PL,10000,0.75,207790,1610881,8.009
1604,N-t59b11xx,9,PL,10000,0.01,181265,1594333,8.115
1608,N-t59b11xx,1,PL,10000,0.01,184460,1791424,16.608
1610,N-t59b11xx,1,PL,10000,0.5,207135,1922560,7.99
1611,N-t59b11xx,10,PL,10000,0.001,178380,1207818,8.722
1613,N-t59b11xx,7,PL,10000,0.05,195375,1568264,10.532
1617,N-t59b11xx,6,PL,10000,0.001,179375,1358688,8.15
1619,N-t59b11xx,3,PL,10000,0.1,202400,1763171,8.021
1620,N-t59b11xx,6,PL,10000,0.1,202120,1869270,8.025
1622,N-t59b11xx,5,PL,10000,0.01,181455,1852144,14.023
1627,N-t59b11xx,8,PL,10000,0.05,195075,1811466,14.446
1631,N-t59b11xx,10,PL,10000,0.75,207610,1822245,8.18
1640,N-t59b11xx,4,PL,10000,0.01,186745,1086968,10.593
1642,N-t59b11xx,10,PL,10000,0.5,207055,1836864,8.557
1643,N-t59b11xx,10,PL,10000,0.01,183410,1719986,14.129
1648,N-t59b11xx,1,PL,10000,0.75,207620,1620982,14.444
1650,N-t59b11xx,10,PL,10000,0.9,207740,1913423,8.413
1654,N-t59b11xx,3,PL,10000,0.75,207580,1694394,8.106
1656,N-t59b11xx,5,PL,10000,0.9,207755,1329474,8.002
1668,N-t59b11xx,8,PL,10000,0.75,207615,1768028,15.009
1673,N-t59b11xx,9,PL,10000,0.9,207770,1831256,13.735
1684,N-t59b11xx,4,PL,10000,0.9,207870,1594831,12.687
2786,N-be75eec,23,PL,10,0.001,232997,2420229,16.905
2787,N-be75eec,15,PL,10,0.001,233199,1727461,16.967
2788,N-be75eec,15,PL,10,0.01,233935,2268112,16.908
2789,N-be75eec,11,PL,10,0.001,232881,2311482,16.971
2790,N-be75eec,12,PL,10,0.001,233410,2132177,17.001
2791,N-be75eec,20,PL,10,0.001,233364,2472734,16.913
2792,N-be75eec,11,PL,10,0.05,234874,1142692,28.334
2793,N-be75eec,23,PL,10,0.05,234209,600433,27.685
2794,N-be75eec,25,PL,10,0.001,233423,2065803,16.863
2795,N-be75eec,19,PL,10,0.001,232912,2255452,16.959
2796,N-be75eec,18,PL,10,0.001,233152,2409712,16.981
2797,N-be75eec,17,PL,10,0.05,234114,2001876,28.253
2798,N-be75eec,14,PL,10,0.05,234187,2151819,28.423
2799,N-be75eec,16,PL,10,0.001,233257,2163780,16.969
2800,N-be75eec,23,PL,10,0.01,234195,2442075,28.345
2801,N-be75eec,22,PL,10,0.001,233025,1583936,16.888
2802,N-be75eec,24,PL,10,0.001,233110,2434571,16.92
2803,N-be75eec,25,PL,10,0.05,234091,257205,28.096
2804,N-be75eec,30,PL,10,0.05,234973,1180179,28.127
